en_name,th_name,ingredients,course,province,region,,unnamed:_0,food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,unnamed:_0.1,mean,median,histogram_path,description_path,heatmap_path,group,_source_file
,,,,,,54,54,palm kernel oil,40,4.5,4,0.3,0,0,0,0,0,0,0.098,0.064,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.033,0.040,0,0.071,0,0,0,0.061,0,4.741,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,55,55,mustard oil,124,14,1.6,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,56,56,rice bran oil,120,13.6,2.7,5.3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0.072,0,0,0.001,0,0,0,0,0,0,13.689,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,57,57,vegetable macaroni dry,308,0.9,0.1,0.1,0.4,62.9,0,11,3.6,0,0.060,8.3,0,0.9,0.2,0,0.4,6.2,0.6,0.1,0,0,0,0,28.6,0.2,3.6,38.6,3.2,97.4,239.4,0,0.6,110.6,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,58,58,chow mein noodles,257,9.9,1,3,5.9,37.5,0.5,5.9,1.5,0,0.5,0.7,0,0.3,0.048,0,0.2,3.3,0.3,0.029,0,0,1.3,0.080,11.2,0.028,2.6,29.1,0,90.2,67.2,0.086,0.8,68.6,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,59,59,chinese noodles,456,0.094,0.088,0.085,0.072,111.9,0,0.2,0.7,0,0.088,17.4,0,0,0.2,0.032,0,0,0.3,0.1,0.031,0,0,0.2,0,32.5,0.1,2.8,3.9,0.1,41.6,13,0.044,112.906,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,60,60,vegetable macaroni cooked,172,0.1,0.037,0.079,0.011,35.7,1.5,6.1,5.8,0,0.015,91.6,0,0.2,0.045,0,0.052,1.4,0.5,0.079,0,0,0.3,0.045,14.7,0.1,0.7,25.5,1.3,67,41.5,0.082,0.6,63.1,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,61,61,corn pasta dry,375,2.2,0.3,0.6,1,83.2,0,7.8,11.6,0,0.027,10.5,0,0.2,0.048,0,0.002,2.6,0.5,0.2,0,0,0,0,4.2,0.2,1,125,0.5,265.7,308.7,0.090,1.9,110.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,62,62,egg noodles dry,146,1.7,0.4,0.5,0.5,27.1,0.7,5.4,1.3,31.9,0.095,3.4,0.086,0.030,0.029,0.047,0.039,0.8,0.3,0.060,0,0.083,0.1,0.026,13.3,0.1,0.7,22,0.3,91.6,92.7,0.016,0.7,49.598,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,63,63,whole wheat spaghetti dry,98,0.4,0.047,0.003,0.2,21.2,0,4.1,0,0,0.002,2.1,0,0.1,0.024,0,0.042,1.5,0.3,0.093,0,0,0,0,11.3,0.1,1,40.5,0.9,73,60.8,0.022,0.7,38.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,64,64,japanese soba noodles dry,95,0.2,0.084,0.035,0.094,21.1,0,4.1,0,0,0.2,1.9,0,0.1,0.023,0,0.015,0.9,0.3,0.009,0,0,0,0,9.9,0.035,0.8,26.9,0.4,71.9,71.3,0,0.5,36.1,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,65,65,rice noodles dry,103,0.2,0.053,0.067,0.090,23.6,0,1,0.5,0,0.006,3.4,0,0.062,0.091,0,0.030,0.032,0.062,0.017,0,0,0,0,5.1,0.079,0.2,3.4,0.1,43.3,8.5,0.053,0.2,30.6,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,66,66,spinach spaghetti dry,105,0.4,0.097,0.015,0.2,21.2,0.8,3.8,3,0,0.094,2.4,0,0.1,0.007,0,0.090,1.3,0.3,0.087,0,0,0.2,0.067,16.4,0.1,0.6,49.2,0.7,94,106.4,0.068,0.8,45.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,67,67,egg noodles cooked,110,1.7,0.3,0.5,0.4,20.1,0.3,3.6,1,23.2,0.027,54.2,0.007,0.029,0.2,0.012,0.011,0.1,1.7,0.2,0.029,0,0,0.1,0,9.6,0.051,1.2,16.8,0.3,60.8,30.4,0.066,26.542,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,68,68,japanese somen noodles cooked,231,0.3,0.006,0.062,0.1,48.5,0,7,0,0,0.3,119.5,0,0.029,0.039,0,0.046,0.2,0.3,0.051,0,0,0,0,14.1,0.082,0.9,3.5,0.4,47.5,51,0,0.4,70.8,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,69,69,whole wheat macaroni dry,365,1.5,0.3,0.2,0.6,78.8,0,15.4,8.7,0,0.028,7.7,0,0.5,0.023,0,0.2,5.4,1,0.2,0,0,0,0,42,0.5,3.8,150.2,3.2,270.9,225.8,0,2.5,150.2,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,70,70,pasta marinara and ground beef sauce,41,1.6,0.5,0.7,0.1,4.1,1,2.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,71,71,macaroni raw,390,1.6,0.3,0.2,0.6,78.4,2.8,13.7,3.4,0,0.097,10.4,0,0.9,0.2,0,0.4,7.5,0.5,0.1,0,0,0.1,0.056,22.1,0.3,3.5,55.7,1,198.5,234.2,0.073,1.5,122.7,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,72,72,spaghetti dry,105,0.4,0.045,0.043,0.2,21.1,0.8,3.7,0.9,0,0.090,2.8,0,0.3,0.061,0,0.1,2,0.1,0.084,0,0,0.064,0.089,5.9,0.047,0.9,15,0.3,53.5,63.1,0.011,0.4,32.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,73,73,fusilli cucina,100,0.4,0.1,20.1,0.8,3.4,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,74,74,japanese somen noodles dry,101,0.2,0.000,0.013,0.012,21,0,3.2,1.2,0,0.5,2.6,0,0.000,0.028,0,0.086,0.2,0.1,0.098,0,0,0,0,6.5,0.052,0.4,7.9,0.1,22.6,46.4,0.000,0.1,32.5,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,75,75,pasta cooked,301,2.4,0.3,0.3,1,57.3,0,11.8,0,75.9,0.073,157.7,0.061,0.5,0.1,0.089,0.3,2.3,0.4,0.036,0,0,0,0,13.8,0.2,2.6,41.4,0.5,144.9,55.2,0,1.3,87.985,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,76,76,macaroni cooked,221,1.3,0.2,0.2,0.4,43.2,0.8,8.1,2.5,0,0.071,87,0,0,0.4,0.1,0,0.2,2.4,0.2,0.089,0,0,0.021,0,9.8,0.1,1.8,25.2,0.5,81.2,61.6,0.029,55.217,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,77,77,spinach egg noodles dry,145,1.7,0.4,0.5,0.4,26.7,0,5.6,2.6,36.1,0.096,3.3,0,0.4,0.083,0.100,0.2,2.5,0.3,0.2,0,0,0,0,21.3,0.025,1.6,31.2,0.4,73.3,134.9,0,0.7,59.5,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,78,78,japanese soba noodles cooked,113,0.1,0.026,0.085,0.007,24.4,0,5.8,0,0,0.100,83.2,0,0.1,0.022,0,0.097,0.6,0.3,0.026,0,0,0,0,4.6,0.084,0.5,10.3,0.4,28.5,39.9,0,0.1,35.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,79,79,rice noodles cooked,190,0.4,0.072,0.007,0.021,42.3,0.052,3.2,1.8,0,0.075,129.9,0,0.002,0.009,0,0.011,0.1,0.087,0.003,0,0,0,0,7,0.045,0.2,5.3,0.2,35.2,7,0.076,0.4,54.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,80,80,whole wheat macaroni cooked,174,0.8,0.1,0.1,0.3,37.2,1.1,7.5,3.9,0,0.057,94,0,0.2,0.039,0,0.087,1,0.6,0.1,0,0,0.4,0.061,21,0.2,1.5,42,1.9,124.6,61.6,0.077,1.1,71.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,81,81,spaghetti cooked,363,2.1,0.4,0.3,0.7,71,1.3,13.3,4.1,0,0.089,142.9,0,0,0.6,0.2,0,0.3,3.9,0.3,0.1,0,0,0.1,0,16.1,0.2,2.9,41.4,0.7,133.4,101.2,0.016,90.8,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,82,82,whole wheat spaghetti cooked,174,0.8,0.1,0.1,0.3,37.2,1.1,7.5,6.3,0,0.091,94,0,0.2,0.081,0,0.043,1,0.6,0.1,0,0,0.4,0.083,21,0.2,1.5,42,1.9,124.6,61.6,0.028,1.1,74.3,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,83,83,waffle,218,10.6,2.1,2.6,5.1,24.7,0,5.9,0,51.8,0.4,31.5,0.069,0.2,0.062,0.080,0.3,1.6,0.4,0.067,0.3,0,0,0,191.3,0.024,1.7,14.3,0.2,142.5,119.3,0.068,0.5,234.547,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,84,84,baked taco shell,61,2.7,0.8,0.8,0.9,8.3,0.2,0.8,0.9,0,0.004,0.8,0,0.090,0.038,0,0.048,0.2,0,0.089,0,0,0.094,0.069,12.5,0.043,0.2,11.1,0.092,30.4,30.1,0.097,0.2,25.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,85,85,puff pastry,1367,94.3,13.5,21.6,54.5,112,1.8,18.1,3.7,0,0.6,18.1,0,0.8,0.1,0,0.6,9.3,0,0.062,0,0,1.3,0.030,24.5,0.3,6.4,39.2,1.2,147,151.9,0.051,1.3,259.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,86,86,blueberry muffin,214,9.2,1.6,2.7,4.6,30.2,17.9,2.6,0.6,17.1,0.2,14.2,0.1,0.095,0.068,0.077,0.094,0.016,0.8,0.3,0.034,0.5,0.065,0.9,0.054,25.1,0.063,0.7,5.7,0.3,83.2,69,0.002,42.915,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,87,87,bread crumbs,427,5.7,1.3,1.1,2.2,77.7,6.7,14.4,4.9,0,0.8,7,0,1,0.1,0.021,0.4,7.2,0.6,0.1,0,0,0.011,0.005,197.6,0.3,5.2,46.4,1,178.2,211.7,0.079,1.6,305.5,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,88,88,warm cinnamon roll mcdonalds,113,5.1,1.3,2.6,0.8,15,7,2,0.5,16.4,0.1,5.8,0.060,0.050,0.019,0,0.059,0.7,0.2,0.043,0,0,0.5,0,16.1,0.083,0.5,5.4,0.1,29.4,39.6,0,0.2,39.264,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,89,89,corn muffin,201,5.5,0.9,1.4,2.1,33.7,11.7,3.9,2.2,17.2,0.3,21.5,0.010,0.2,0.043,0.099,0.2,1.3,0.3,0.063,0,0,0.5,0.035,48.8,0.2,1.9,21.1,0.2,187.4,45.5,0.041,0.4,96.069,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,90,90,tortilla,467,1.9,0.6,0.4,0.8,98.4,5.4,14.3,4.7,0,0.9,78.7,0,0.7,0.2,0,0.2,8.1,0.3,0.1,0,0,0.4,0.028,137.9,0.2,7.5,37.4,0.5,287.6,206.9,0.011,0.6,264.7,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,91,91,croutons seasoned,186,7.3,2.1,3.8,0.9,25.4,1.8,4.3,2,2.8,0.4,1.4,0.029,0.2,0.057,0.053,0.2,1.9,0.3,0.078,0,0,0.2,0.069,38.4,0.043,1.1,16.8,0.2,56,72.4,0.012,0.4,78.5,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,92,92,buttermilk waffle,102,3.1,0.8,1.7,0.5,16,1.5,2.4,0.9,4.3,0.2,10.4,0.1,0.2,0.045,0.060,0.2,2.6,0.098,0.4,0,0,0.2,0.043,98.7,0.072,2.2,7.3,0.054,146.5,45.5,0.008,0.2,123.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,93,93,flour tortilla,146,3.7,0.6,1.9,1.1,24.1,1.3,3.9,1.2,0,0.4,15.9,0,0.2,0.065,0,0.093,2.1,0.1,0.042,0,0,0.4,0.095,79.9,0.089,1.6,10.3,0.3,104.4,65.2,0.004,0.3,114.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,94,94,glazed donut,55,3,1.2,0.9,0.5,6.2,3,0.8,0.3,3.9,0.082,2.9,0.098,0.002,0.062,0.077,0.061,0.3,0.059,0.021,0.2,0.016,0.2,0.025,13.1,0.070,0.3,2.2,0.086,15.2,13.3,0.056,0.031,23.931,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,95,95,corn tortilla,52,0.7,0.1,0.2,0.3,10.7,0.2,1.4,1.5,0,0.075,11,0,0.075,0.036,0,0.028,0.4,0.073,0.041,0,0,0.038,0,19.4,0.036,0.3,17.3,0.066,75.4,44.6,0.056,0.3,34.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,96,96,muffin,169,6.5,1.2,1.6,3.3,23.6,0,3.9,1.5,22.2,0.3,21.5,0.078,0.2,0.094,0.028,0.2,1.3,0.2,0.010,0.2,0,0,0,114,0.042,1.4,9.7,0.2,87.2,69,0.023,0.3,151.166,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,97,97,croutons,33,0.5,0.1,0.2,0.1,5.9,0,1,0.4,0,0.035,0.4,0,0.047,0.061,0,0.078,0.4,0.073,0.060,0,0,0,0,6.1,0.068,0.3,2.5,0.093,9.2,9.9,0.026,0.093,14.2,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,98,98,donut with jelly filling,289,15.9,4.1,8.7,2,33.2,17.9,5,0.8,22.1,0.4,30.3,0.044,0.3,0.086,0.081,0.1,1.8,0.7,0.050,0,0,0.4,0.012,21.3,0.1,1.5,17,0.2,72.3,67.2,0.009,0.6,77.736,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,99,99,sweet cinnamon rolls,309,13.6,2.6,4,6.2,42.2,26.3,5.1,2,54.8,0.3,20.6,0.039,0.3,0.003,0.073,0.2,2,0.3,0.085,1.7,0,1.7,0.088,59.8,0.034,1.3,14.1,0.2,63.1,92.1,0.085,0.5,125.783,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,100,100,oat bran muffin,46,1.3,0.2,0.3,0.7,8.2,1.4,1.2,0.8,0,0.067,6,0,0.028,0.090,0,0.049,0.024,0.2,0.026,0,0,0.1,0.035,10.7,0.082,0.7,26.7,0.4,63.9,86.2,0.035,0.3,22.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,101,101,french cruller donut,169,7.5,1.9,4.3,0.9,24.4,14.4,1.3,0.5,4.5,0.1,7.3,0.002,0.005,0.062,0.061,0.057,0.9,0.020,0.052,0,0,0.058,0.036,10.7,0.084,1,4.9,0.018,50.4,32,0.070,0.1,45.42,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,102,102,pancakes,86,3.7,0.8,0.9,1.7,10.8,0,2.4,0,22.4,0.2,20.1,0.025,0.082,0.031,0.030,0.1,0.6,0.2,0.069,0.1,0,0,0,83.2,0.049,0.7,6.1,0.060,60.4,50.2,0.030,0.2,100.942,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,103,103,chocolate donut,250,11.9,3.1,6.8,1.5,34.4,19.2,2.7,1.3,34.2,0.1,9.8,0.078,0.091,0.059,0.009,0.051,0.3,0.2,0.040,0.041,0,0.1,0.071,127.8,0.1,1.4,20.4,0.2,97.2,63.6,0.051,0.3,179.637,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,104,104,sweet cheese rolls,238,12.1,4,6,1.3,28.8,0,4.7,0.8,50.2,0.2,19.4,0,0.016,0.060,0.048,0.083,0.5,0.3,0.086,0.1,0,0,0,77.9,0.049,0.5,12.5,0.1,64.7,90.4,0.009,0.4,124.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,105,105,eclair,234,19.2,11.5,5.4,1.1,11.2,2,4.4,0.4,121.5,0.1,54.4,0.2,0.1,0.020,0.056,0.2,0.7,0.4,0.005,0.2,0.040,0.7,0.047,31.5,0.034,0.9,7.2,0.1,67.5,63.9,0.091,0.4,68.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,106,106,donut with cream filling,307,20.8,4.6,10.3,2.6,25.5,12.4,5.4,0.7,20.4,0.3,32.5,0.043,0.3,0.020,0.026,0.1,1.9,0.6,0.096,0,0,0.2,0.088,21.3,0.039,1.6,17,0.2,64.6,68,0.017,0.7,75.331,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,107,107,fruit toaster pastry,209,5.6,1.3,3.3,0.7,37.1,14.8,2.4,0.5,0,0.2,5.3,0.2,0.2,0.051,0,0.2,2.7,0.2,0.2,0,0,0.5,0.011,5.6,0.025,2,6.1,0.2,38.8,41.3,0.030,0.2,53.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,108,108,donut,192,10.3,2.7,5.7,1.3,22.9,0,2.3,0.7,14.4,0.2,8.8,0.062,0.1,0.082,0.010,0.026,0.7,0.2,0.065,0.027,0,0,0,27,0.018,0.5,7.7,0.2,52.7,45.9,0.001,0.2,63.823,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,109,109,pancakes whole wheat,92,2.9,0.8,0.8,1.1,12.9,0,3.7,1.2,26.8,0.3,23.2,0.047,0.026,0.094,0.091,0.2,1,0.2,0.075,0.2,0,0,0,110,0.056,1.4,20.2,0.7,164.1,122.8,0.044,0.5,132.377,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,110,110,keikitos,196,10.6,0,0,0,22.3,10.8,2.9,0.5,0,0.2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0.095,1.1,5,0.011,107.1,37.8,0.033,0.2,63.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,111,111,zwieback,30,0.7,0.2,0.3,0.1,5.2,0.9,0.7,0.2,0.6,0.050,0.3,0.063,0.031,0.007,0.002,0,0.004,0.002,0.079,0.010,0.4,0,0.2,0.041,1.4,0.083,0.060,1,0,3.9,21.4,0.023,7.083,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,112,112,chocolate coated donut,81,4.5,2.4,1.6,0.4,9.2,4.8,0.9,0.3,3.4,0.099,3,0.077,0.078,0.077,0.048,0.016,0.3,0.061,0.032,0.2,0,0.4,0.040,4.3,0.061,0.7,5.4,0.1,37.8,36.2,0.037,0.2,20.16,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,113,113,waffle toasted,103,3.2,0.5,1.6,0.7,16.3,1.7,2.4,0.8,5,0.2,10.1,0.1,0.2,0.023,0.019,0.2,2.9,0.1,0.3,0,0,0.3,0.029,101.3,0.059,2.3,7.9,0.035,141.6,47.5,0.009,0.2,126.4,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,114,114,cinnamon toaster pastry,206,7.1,1.8,4,0.9,34.1,0,2.6,0.5,0,0.2,5.4,0.1,0.2,0.063,0.043,0.3,2.3,0.1,0.2,0.017,0,0,0,17,0.088,2,12,0.2,66.5,57,0.022,0.3,63.489,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,115,115,wheat bran bread,89,1.2,0.3,0.6,0.2,17.2,3.5,3.2,1.4,0,0.2,13.6,0,0.1,0.082,0,0.1,1.6,0.2,0.079,0,0,0.1,0.069,26.6,0.003,1.1,29.2,0.6,66.6,81.7,0.057,0.5,50.7,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,116,116,white bread,77,1,0.2,0.2,0.5,14.3,1.6,2.6,0.8,0,0.1,10.6,0.022,0,0.2,0.026,0,0.006,1.4,0.2,0.038,0,0,0.001,0.081,41.8,0.040,1,6.7,0.2,28.4,36.5,0.009,18.931,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,117,117,oat bran bread,71,1.3,0.2,0.5,0.5,11.9,2.3,3.1,1.4,0,0.1,13.2,0.090,0.2,0.066,0,0.1,1.4,0.2,0.008,0,0,0.1,0.075,19.5,0.080,0.9,10.5,0.2,42.3,44.1,0.071,0.3,38.121,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,118,118,whole wheat bread natures own,50,1,11,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,119,119,high protein bread dr zaks,152,3,0.5,15.3,2.5,15.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,120,120,wheat bread,79,1.3,0.2,0.2,0.5,13.8,1.7,3.1,1.2,0,0.1,10.2,0.039,0,0.1,0.054,0,0.090,1.6,0.2,0.062,0.026,0,0.024,0.026,36.3,0.066,1,11.9,0.3,37.4,40.9,0.039,19.619,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,121,121,egg bread toasted,117,2.4,0.6,1.1,0.4,19.5,0.7,3.9,0.9,20.7,0.2,10.5,0.096,0.1,0.066,0.091,0.2,1.8,0.050,0.004,0,0.001,0.1,0.063,37.7,0.005,1.2,7.8,0.2,43.3,46.6,0.046,0.3,65.618,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,122,122,butter toastbrot ja,66,0.9,0.6,12,0.8,2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,123,123,vienna bread toasted,93,0.6,0.1,0.1,0.2,18,1,3.8,0.9,0,0.2,6,0,0.1,0.037,0,0.1,1.6,0.2,0.007,0.095,0,0.011,0.063,13.6,0.075,1.1,9,0.2,36.5,40.6,0.082,0.3,38.073,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
,,,,,,124,124,vienna bread,92,0.6,0.2,0.1,0.3,18.1,0.8,3.8,0.8,0,0.2,8.9,0,0.1,0.080,0,0.081,1.5,0.1,0.062,0.095,0,0.007,0.076,14.1,0.018,1.2,9,0.2,36.5,41,0.057,0.3,38.633,,,,,,,,data\kaggle\cleaned\data\FINAL FOOD DATASET\FOOD-DATA-GROUP5.csv
